Region,Business,Name,Status,RiskCategory,RiskSubCategory,DiscoveryDate,OccurrenceStartDate,NetLoss,RecoveryAmount,EstimatedGrossLoss
EMEA,Trading and Sales,z-LE-587,Under Review,"Execution, Delivery and Process Management",Trade Counterparties,2014-05-22,2014-05-25,111843.11,23487.05,104600
North America,Retail Banking,z-LE-588,Approved,External Fraud,Theft and Fraud,2014-05-25,2014-05-28,133196.14,39958.84,142300
EMEA,Retail Banking,z-LE-590,Not Started,"Execution, Delivery and Process Management",Reporting and Disclosure,2014-05-27,2014-05-30,143453.52,50208.73,147600
Asia Pac,Trading and Sales,z-LE-589,Not Started,"Execution, Delivery and Process Management",Reporting and Disclosure,2014-05-28,2014-05-29,737042.65,257964.93,749300
EMEA,Retail Banking,z-LE-591,Under Review,External Fraud,Systems Security,2014-05-30,2014-05-31,52741.18,12130.47,50100
Asia Pac,Trading and Sales,z-LE-592,Not Started,"Execution, Delivery and Process Management",Customer Intake and Documentation,2014-06-07,2014-06-08,149691.12,55385.71,167900
EMEA,Retail Banking,z-LE-593,Under Review,Business Disruption and System Failures,Infrastructure and Systems,2014-06-07,2014-06-10,46462.9,12544.98,46100
EMEA,Commercial Banking,z-LE-594,Rejected,"Execution, Delivery and Process Management",Trade Counterparties,2014-06-09,2014-06-12,818980.7,204745.18,829000
Asia Pac,Retail Banking,z-LE-595,In Progress,"Clients, Products and Business Practices","Suitability, Disclosures and Fiduciary",2014-06-11,2014-06-14,132605.88,51716.29,140200
EMEA,Retail Banking,z-LE-596,Under Review,External Fraud,Theft and Fraud,2014-06-13,2014-06-15,61290.44,23290.37,57700
EMEA,Retail Banking,z-LE-597,Approved,External Fraud,Theft and Fraud,2014-06-13,2014-06-15,141643.36,33994.41,143100
Asia Pac,Trading and Sales,z-LE-598,Not Started,"Execution, Delivery and Process Management",Reporting and Disclosure,2014-06-16,2014-06-19,61626.5,17255.42,59400
EMEA,Retail Banking,z-LE-599,In Progress,Employment Practices and Workplace Safety,Diversity and Discrimination,2014-06-18,2014-06-20,206134.09,49472.18,205800
Asia Pac,Retail Banking,z-LE-600,Rejected,"Execution, Delivery and Process Management",Vendors and Suppliers,2014-06-19,2014-06-20,230710.76,27685.29,232300
Asia Pac,Retail Banking,z-LE-601,Approved,Employment Practices and Workplace Safety,Employee Relations,2014-06-22,2014-06-25,12195.79,2561.12,10600
EMEA,Retail Banking,z-LE-602,Not Started,External Fraud,Theft and Fraud,2014-06-26,2014-06-29,225985.84,88134.48,224000
North America,Retail Banking,z-LE-603,Not Started,External Fraud,Systems Security,2014-06-28,2014-06-29,22284.09,6908.07,29600
Asia Pac,Retail Banking,z-LE-604,In Progress,External Fraud,Theft and Fraud,2014-07-02,2014-07-03,114302.81,27432.67,110800
Asia Pac,Retail Banking,z-LE-607,Not Started,Employment Practices and Workplace Safety,Safe Environment,2014-07-03,2014-07-06,92036.76,29451.76,100800
EMEA,Retail Banking,z-LE-605,Under Review,External Fraud,Theft and Fraud,2014-07-05,2014-07-06,17543.18,4912.09,28800
EMEA,Corporate Finance,z-LE-606,Approved,"Execution, Delivery and Process Management",Customer/Client Account Management,2014-07-05,2014-07-06,120424.46,38535.83,125800
Asia Pac,Retail Banking,z-LE-608,In Progress,External Fraud,Theft and Fraud,2014-07-06,2014-07-09,268938.29,59166.42,279800
EMEA,Retail Banking,z-LE-609,Under Review,"Execution, Delivery and Process Management",Transaction/Data Management,2014-07-10,2014-07-12,156503.32,51646.1,160100
North America,Retail Banking,z-LE-610,Approved,"Execution, Delivery and Process Management",Customer Intake and Documentation,2014-07-10,2014-07-13,198841.5,77548.19,202700
North America,Retail Banking,z-LE-611,Not Started,"Execution, Delivery and Process Management",Trade Counterparties,2014-07-13,2014-07-14,197065.09,53207.57,207400
North America,Retail Banking,z-LE-612,Not Started,External Fraud,Systems Security,2014-07-15,2014-07-18,21652.4,8227.91,28500
North America,Retail Banking,z-LE-613,Under Review,"Clients, Products and Business Practices","Selection, Sponsorship and Exposure",2014-07-16,2014-07-18,67986.21,14956.97,78900
EMEA,Retail Banking,z-LE-615,Under Review,External Fraud,Theft and Fraud,2014-07-19,2014-07-22,167992.1,55437.39,166400
North America,Retail Banking,z-LE-614,Not Started,External Fraud,Theft and Fraud,2014-07-19,2014-07-20,116742.59,26850.8,116300
North America,Retail Banking,z-LE-616,Rejected,Employment Practices and Workplace Safety,Diversity and Discrimination,2014-08-05,2014-08-08,227411.13,75045.67,224800
EMEA,Retail Banking,z-LE-617,In Progress,External Fraud,Theft and Fraud,2014-08-07,2014-08-08,243805.83,60951.46,241500
Asia Pac,Commercial Banking,z-LE-618,Under Review,"Clients, Products and Business Practices",Improper Business or Market Practices,2014-08-09,2014-08-12,103280.75,30984.23,108300
Asia Pac,Retail Banking,z-LE-619,Approved,External Fraud,Systems Security,2014-08-12,2014-08-13,145087.08,42075.25,151700
North America,Retail Banking,z-LE-620,Not Started,External Fraud,Theft and Fraud,2014-08-17,2014-08-18,68683.84,17170.96,73200
North America,Retail Banking,z-LE-621,In Progress,External Fraud,Theft and Fraud,2014-08-18,2014-08-21,29688.16,10984.62,35500
EMEA,Commercial Banking,z-LE-622,Under Review,External Fraud,Theft and Fraud,2014-08-23,2014-08-24,293889.03,85227.82,292000
EMEA,Retail Banking,z-LE-623,Approved,Employment Practices and Workplace Safety,Employee Relations,2014-08-24,2014-08-25,93546.47,27128.48,103300
EMEA,Trading and Sales,z-LE-624,Not Started,"Execution, Delivery and Process Management",Reporting and Disclosure,2014-08-24,2014-08-27,83184.07,33273.63,76500
North America,Retail Banking,z-LE-625,Not Started,"Execution, Delivery and Process Management",Trade Counterparties,2014-08-28,2014-08-29,58023.83,15666.43,72600
Asia Pac,Retail Banking,z-LE-627,Under Review,"Execution, Delivery and Process Management",Reporting and Disclosure,2014-08-30,2014-09-02,68339.41,17084.85,83500
North America,Trading and Sales,z-LE-626,In Progress,"Execution, Delivery and Process Management",Reporting and Disclosure,2014-08-31,2014-09-01,235394.5,91803.86,235200
North America,Retail Banking,z-LE-628,Approved,External Fraud,Systems Security,2014-09-02,2014-09-03,267711.88,69605.09,275700
North America,Retail Banking,z-LE-629,Not Started,Internal Fraud,Unauthorized Activity,2014-09-02,2014-09-04,4600.33,1518.11,13700
North America,Agency Services,z-LE-630,In Progress,"Execution, Delivery and Process Management",Customer Intake and Documentation,2014-09-07,2014-09-10,731583.24,168264.15,736300
EMEA,Retail Banking,z-LE-631,Under Review,External Fraud,Theft and Fraud,2014-09-10,2014-09-12,147166.64,42678.33,154700
EMEA,Trading and Sales,z-LE-632,Approved,"Execution, Delivery and Process Management",Trade Counterparties,2014-09-13,2014-09-16,345248.12,117384.36,354800
North America,Retail Banking,z-LE-633,Not Started,External Fraud,Theft and Fraud,2014-09-15,2014-09-18,156397.85,42227.42,169500
North America,Retail Banking,z-LE-634,Not Started,External Fraud,Theft and Fraud,2014-09-23,2014-09-25,257193.46,64298.37,255000
EMEA,Retail Banking,z-LE-635,Under Review,External Fraud,Systems Security,2014-09-25,2014-09-28,19410.17,5046.64,30000
EMEA,Trading and Sales,z-LE-636,Not Started,Business Disruption and System Failures,Infrastructure and Systems,2014-09-28,2014-10-01,393441.78,114098.12,399100
Asia Pac,Retail Banking,z-LE-637,Under Review,"Execution, Delivery and Process Management",Reporting and Disclosure,2014-10-01,2014-10-02,187452.87,63733.98,191700
Asia Pac,Commercial Banking,z-LE-639,In Progress,"Clients, Products and Business Practices",Product Flaws,2014-10-04,2014-10-07,148600.36,41608.1,160800
North America,Retail Banking,z-LE-638,Rejected,"Execution, Delivery and Process Management",Vendors and Suppliers,2014-10-04,2014-10-05,240558.72,31272.63,238900
Asia Pac,Retail Banking,z-LE-640,Rejected,"Execution, Delivery and Process Management",Customer/Client Account Management,2014-10-14,2014-10-15,169999.6,47599.89,178800
North America,Retail Banking,z-LE-641,Approved,External Fraud,Theft and Fraud,2014-10-14,2014-10-17,223125.79,75862.77,231700
North America,Retail Banking,z-LE-642,Not Started,"Execution, Delivery and Process Management",Transaction/Data Management,2014-10-15,2014-10-18,43196.44,12958.93,55700
EMEA,Trading and Sales,z-LE-643,In Progress,"Execution, Delivery and Process Management",Customer Intake and Documentation,2014-10-17,2014-10-18,186053.05,37210.61,192600
North America,Trading and Sales,z-LE-645,Approved,"Execution, Delivery and Process Management",Reporting and Disclosure,2014-10-19,2014-10-22,1057781.07,423112.43,1073400
Asia Pac,Retail Banking,z-LE-646,Rejected,External Fraud,Theft and Fraud,2014-10-20,2014-10-23,197117.87,65048.9,210400
North America,Trading and Sales,z-LE-644,Under Review,"Execution, Delivery and Process Management",Trade Counterparties,2014-10-20,2014-10-21,899068.6,179813.72,899300
North America,Retail Banking,z-LE-647,Not Started,"Execution, Delivery and Process Management",Trade Counterparties,2014-10-27,2014-10-30,140276.47,53305.06,135500
Asia Pac,Retail Banking,z-LE-649,Under Review,External Fraud,Systems Security,2014-11-02,2014-11-05,120370.74,42129.76,113300
North America,Retail Banking,z-LE-648,In Progress,External Fraud,Theft and Fraud,2014-11-02,2014-11-03,93231.75,34495.75,92800
EMEA,Asset Management,z-LE-651,Not Started,"Execution, Delivery and Process Management",Reporting and Disclosure,2014-11-05,2014-11-07,183958.22,53347.88,186100
North America,Retail Banking,z-LE-650,Approved,Business Disruption and System Failures,Infrastructure and Systems,2014-11-05,2014-11-07,13665.4,4372.93,17200
EMEA,Retail Banking,z-LE-652,In Progress,Internal Fraud,Theft and Fraud,2014-11-07,2014-11-10,266969.6,74751.49,280000
EMEA,Trading and Sales,z-LE-653,Under Review,"Execution, Delivery and Process Management",Reporting and Disclosure,2014-11-12,2014-11-15,622358.91,136918.96,629100
EMEA,Retail Banking,z-LE-654,Approved,External Fraud,Theft and Fraud,2014-11-13,2014-11-16,52851.94,14270.02,55100
Asia Pac,Retail Banking,z-LE-655,Rejected,External Fraud,Theft and Fraud,2014-11-17,2014-11-20,157301.79,62920.72,170300
EMEA,Retail Banking,z-LE-656,Not Started,"Execution, Delivery and Process Management",Customer Intake and Documentation,2014-11-23,2014-11-25,171028.81,66701.24,184300
North America,Retail Banking,z-LE-657,Under Review,"Execution, Delivery and Process Management",Trade Counterparties,2014-11-25,2014-11-28,175672.36,49188.26,179500
EMEA,Retail Banking,z-LE-658,Not Started,External Fraud,Theft and Fraud,2014-11-29,2014-12-01,85699.24,19710.83,84400
Asia Pac,Asset Management,z-LE-659,Under Review,"Clients, Products and Business Practices",Advisory Activities,2014-12-04,2014-12-07,675262.4,222836.59,674700
North America,Retail Banking,z-LE-660,Rejected,External Fraud,Systems Security,2014-12-05,2014-12-08,123150.67,29556.16,123800
North America,Retail Banking,z-LE-661,In Progress,External Fraud,Theft and Fraud,2014-12-06,2014-12-08,152053.04,39533.79,160300
North America,Retail Banking,z-LE-662,Under Review,"Execution, Delivery and Process Management",Reporting and Disclosure,2014-12-12,2014-12-13,70721.17,25459.62,82700
Asia Pac,Retail Banking,z-LE-663,Approved,External Fraud,Theft and Fraud,2014-12-23,2014-12-26,50642.01,18231.12,43500
EMEA,Retail Banking,LE_06_1364,Approved,"Execution, Delivery and Process Management",Vendors and Suppliers,2007-02-18,2007-02-21,36184,6513,42800
EMEA,Retail Banking,LE_06_1365,Not Started,"Execution, Delivery and Process Management",Vendors and Suppliers,2007-04-26,2007-04-27,179916,14393,173100
Asia Pac,Corporate Finance,LE_06_1366,Approved,"Execution, Delivery and Process Management",Vendors and Suppliers,2007-07-01,2007-07-02,11687859,1986936,11698000
EMEA,Trading and Sales,LE_06_1367,Under Review,"Execution, Delivery and Process Management",Vendors and Suppliers,2007-11-15,2007-11-17,952744,323933,952800
North America,Trading and Sales,LE_06_1368,Approved,"Execution, Delivery and Process Management",Vendors and Suppliers,2008-01-23,2008-01-25,477408,81159,481200
North America,Asset Management,LE_06_1369,Under Review,"Execution, Delivery and Process Management",Vendors and Suppliers,2008-04-29,2008-05-02,114957,39085,112500
EMEA,Agency Services,LE_06_1370,Approved,"Execution, Delivery and Process Management",Vendors and Suppliers,2008-07-02,2008-07-03,563875,101497,567000
EMEA,Trading and Sales,LE_06_1371,In Progress,"Execution, Delivery and Process Management",Vendors and Suppliers,2008-10-18,2008-10-20,1041508,177056,1056400
EMEA,Trading and Sales,LE_06_1372,In Progress,"Execution, Delivery and Process Management",Vendors and Suppliers,2009-01-24,2009-01-25,122813,27019,132200
North America,Trading and Sales,LE_06_1373,Not Started,"Execution, Delivery and Process Management",Vendors and Suppliers,2009-03-23,2009-03-26,949052,189810,946400
Asia Pac,Retail Banking,LE_06_1374,Under Review,"Execution, Delivery and Process Management",Vendors and Suppliers,2009-06-19,2009-06-20,230711,11536,232300
North America,Retail Banking,LE_06_1375,Rejected,"Execution, Delivery and Process Management",Vendors and Suppliers,2009-10-04,2009-10-05,240559,16839,238900
EMEA,Trading and Sales,LE_06_1376,In Progress,"Execution, Delivery and Process Management",Vendors and Suppliers,2010-01-27,2010-01-28,224771,56193,231200
Asia Pac,Agency Services,LE_06_1377,In Progress,"Execution, Delivery and Process Management",Vendors and Suppliers,2010-04-04,2010-04-06,543720,163116,545000
Asia Pac,Retail Banking,LE_06_1378,Not Started,"Execution, Delivery and Process Management",Vendors and Suppliers,2010-07-08,2010-07-09,269622,26962,276400
North America,Agency Services,LE_06_1379,Not Started,"Execution, Delivery and Process Management",Vendors and Suppliers,2010-10-29,2010-11-01,750328,262615,760300
Asia Pac,Commercial Banking,LE_06_1380,Not Started,"Execution, Delivery and Process Management",Vendors and Suppliers,2011-01-30,2011-02-01,56958,15379,59800
North America,Retail Banking,LE_06_1381,Approved,"Execution, Delivery and Process Management",Vendors and Suppliers,2011-05-04,2011-05-07,131660,18432,130900
North America,Trading and Sales,LE_06_1382,Not Started,"Execution, Delivery and Process Management",Vendors and Suppliers,2011-07-20,2011-07-23,750531,142601,756700
Asia Pac,Retail Banking,LE_06_1383,Rejected,"Execution, Delivery and Process Management",Vendors and Suppliers,2011-10-27,2011-10-30,37942,1897,44400
Asia Pac,Commercial Banking,z-LE-145,Not Started,"Execution, Delivery and Process Management",Vendors and Suppliers,2012-01-30,2012-02-01,56958,17087,59800
North America,Retail Banking,z-LE-179,Approved,"Execution, Delivery and Process Management",Vendors and Suppliers,2012-05-04,2012-05-07,131660,27649,130900
North America,Trading and Sales,z-LE-206,Not Started,"Execution, Delivery and Process Management",Vendors and Suppliers,2012-07-20,2012-07-23,750531,150106,756700
Asia Pac,Retail Banking,z-LE-244,Under Review,"Execution, Delivery and Process Management",Vendors and Suppliers,2012-10-27,2012-10-30,37942,7968,44400
North America,Trading and Sales,z-LE-412,Approved,"Execution, Delivery and Process Management",Vendors and Suppliers,2013-01-23,2013-01-25,477408,105030,481200
EMEA,Trading and Sales,z-LE-10,In Progress,"Execution, Delivery and Process Management",Vendors and Suppliers,2013-01-27,2013-01-28,224771,71927,231200
EMEA,Retail Banking,z-LE-293,Approved,"Execution, Delivery and Process Management",Vendors and Suppliers,2013-02-18,2013-02-21,36183.73,6151.23,42800
Asia Pac,Agency Services,z-LE-36,In Progress,"Execution, Delivery and Process Management",Vendors and Suppliers,2013-04-04,2013-04-06,543720.12,141367.23,545000
EMEA,Retail Banking,z-LE-316,Not Started,"Execution, Delivery and Process Management",Vendors and Suppliers,2013-04-26,2013-04-27,179915.56,21589.87,173100
North America,Asset Management,z-LE-451,Under Review,"Execution, Delivery and Process Management",Vendors and Suppliers,2013-04-29,2013-05-02,114956.61,40234.81,112500
Asia Pac,Corporate Finance,z-LE-342,Approved,"Execution, Delivery and Process Management",Vendors and Suppliers,2013-07-01,2013-07-02,11687858.52,2103814.53,11698000
EMEA,Agency Services,z-LE-474,Approved,"Execution, Delivery and Process Management",Vendors and Suppliers,2013-07-02,2013-07-03,563874.57,191717.35,567000
